student_id,gender,branch,year,study_hours_per_week,attendance_pct,extracurricular_hours,income_bracket,internet_access,Mathematics,Programming,Data Structures,Electronics,Communication Skills,final_marks,grade,result
STU0423,Male,Civil,SE,10.9,77.4,1.2,Middle,Yes,87.5,86.9,70.6,80.0,69.8,74.4,B,Pass
STU0424,Male,Civil,BE,7.1,58.6,0.2,Low,Yes,40.9,39.0,45.3,34.4,44.7,45.0,D,Pass
STU0425,Male,Civil,FE,11.3,83.1,1.8,Middle,Yes,67.8,56.1,53.6,54.6,49.0,58.1,C,Pass
STU0426,Male,IT,TE,12.4,85.5,0.9,Middle,Yes,73.9,73.0,73.8,70.1,75.4,71.6,B,Pass
STU0427,Male,Mechanical,FE,10.9,72.3,1.3,Middle,No,38.6,40.3,34.3,31.8,46.2,35.6,D,Pass
STU0428,Female,Mechanical,SE,8.7,71.0,5.4,High,Yes,43.3,50.1,47.9,50.1,70.3,53.5,C,Pass
STU0429,Male,Computer Engineering,FE,12.8,64.4,8.2,Middle,Yes,61.1,45.1,70.1,73.3,62.6,62.1,C,Pass
STU0430,Male,Mechanical,SE,14.2,82.6,0.6,Middle,No,65.3,78.4,75.8,65.1,74.9,70.2,B,Pass
STU0431,Male,AI & DS,TE,6.5,73.1,1.4,High,Yes,31.7,31.3,23.1,41.3,16.0,26.7,F,Fail
STU0432,Female,IT,SE,19.1,84.3,7.9,High,Yes,71.0,54.1,67.6,67.2,73.6,64.6,C,Pass
STU0433,Female,Computer Engineering,TE,11.5,84.0,0.2,Low,Yes,41.1,49.9,56.7,54.1,58.2,53.5,C,Pass
STU0434,Male,AI & DS,TE,12.1,73.0,0.3,High,Yes,63.5,73.0,67.5,66.5,60.7,63.6,C,Pass
STU0435,Male,AI & DS,BE,15.5,84.7,0.5,Low,Yes,84.9,86.9,68.0,93.4,85.6,78.2,A,Pass
STU0436,Female,E&TC,FE,13.2,69.0,2.7,High,No,71.6,78.3,78.7,66.7,71.2,72.7,B,Pass
STU0437,Male,Computer Engineering,SE,16.8,81.6,0.5,Low,Yes,72.7,67.2,64.9,61.6,65.6,68.3,B,Pass
STU0438,Female,E&TC,FE,13.4,76.1,10.3,Low,Yes,54.1,52.5,49.9,47.5,54.9,52.0,C,Pass
STU0439,Female,AI & DS,BE,8.9,73.4,1.8,Middle,No,63.5,60.7,77.3,61.7,55.1,61.5,C,Pass
STU0440,Male,Computer Engineering,BE,13.8,75.0,2.1,Middle,Yes,67.0,75.4,70.4,58.2,74.7,68.6,B,Pass
STU0441,Male,IT,SE,6.3,67.1,0.8,Middle,Yes,56.2,58.2,61.2,63.6,57.2,63.5,C,Pass
STU0442,Female,E&TC,BE,12.5,82.9,1.9,Low,Yes,61.3,63.2,54.8,78.2,61.7,68.0,B,Pass
STU0443,Male,Computer Engineering,SE,11.8,71.9,3.3,Middle,No,42.6,44.4,46.6,39.2,32.8,38.3,D,Pass
STU0444,Male,IT,TE,11.0,61.4,4.2,High,Yes,38.1,37.7,29.9,36.2,42.6,38.0,D,Pass
STU0445,Female,Mechanical,FE,11.4,88.8,4.2,Middle,Yes,42.3,51.4,37.1,39.4,39.4,43.1,D,Pass
STU0446,Female,IT,TE,2.6,74.4,2.6,Low,Yes,46.4,44.9,46.9,54.3,40.8,48.9,D,Pass
STU0447,Female,Computer Engineering,FE,9.3,61.7,7.0,Middle,Yes,60.7,62.2,71.0,57.5,58.9,62.5,C,Pass
STU0448,Female,AI & DS,BE,12.5,81.7,5.1,Low,Yes,90.0,78.2,88.3,94.8,83.5,83.7,A,Pass
STU0449,Male,Mechanical,TE,12.8,72.6,4.2,High,Yes,68.8,70.8,69.9,82.4,63.7,70.8,B,Pass
STU0450,Male,AI & DS,TE,6.9,71.0,0.2,High,Yes,57.0,56.1,66.8,66.5,58.1,65.0,B,Pass
STU0451,Female,Mechanical,FE,18.3,86.2,0.0,Middle,Yes,76.6,69.2,68.5,72.0,84.8,72.1,B,Pass
STU0452,Female,IT,SE,7.7,68.1,0.7,Middle,No,29.5,22.1,31.5,36.9,25.5,30.7,F,Fail
STU0453,Male,Civil,FE,16.8,75.6,3.3,Middle,Yes,81.1,85.1,81.3,87.5,79.0,80.9,A,Pass
STU0454,Female,E&TC,SE,14.1,72.9,1.6,Middle,Yes,80.2,74.9,76.4,65.8,68.4,70.6,B,Pass
STU0455,Male,Civil,FE,8.8,64.1,1.5,High,Yes,53.4,43.1,59.3,50.3,51.0,53.5,C,Pass
STU0456,Male,Computer Engineering,BE,20.9,80.5,6.5,Middle,Yes,84.1,90.4,85.4,74.5,86.1,82.4,A,Pass
STU0457,Male,E&TC,SE,6.0,67.3,6.8,Middle,Yes,39.8,61.9,44.7,49.4,52.6,46.9,D,Pass
STU0458,Male,Computer Engineering,SE,16.6,75.8,7.2,Middle,Yes,81.2,82.8,87.0,86.5,80.7,82.5,A,Pass
STU0459,Male,IT,SE,17.0,87.6,1.1,Middle,Yes,94.9,87.4,90.6,83.1,83.8,91.2,A+,Pass
STU0460,Male,IT,SE,8.6,83.1,3.5,High,Yes,52.4,78.6,55.2,59.0,69.3,61.7,C,Pass
STU0461,Male,Mechanical,TE,19.0,80.0,1.0,Middle,Yes,89.4,80.3,85.8,80.1,87.6,88.2,A+,Pass
STU0462,Female,Civil,SE,10.7,75.9,0.6,Middle,Yes,66.8,66.3,66.7,60.8,76.6,66.2,B,Pass
STU0463,Female,E&TC,BE,13.4,81.5,0.6,Low,Yes,61.8,62.7,67.1,64.9,48.1,61.6,C,Pass
STU0464,Female,Computer Engineering,SE,13.3,81.1,1.3,Middle,Yes,81.5,83.4,74.2,70.9,76.5,75.3,A,Pass
STU0465,Female,Computer Engineering,BE,11.3,75.3,1.7,Middle,Yes,45.5,45.7,36.2,41.7,55.0,43.5,D,Pass
STU0466,Male,E&TC,BE,16.1,86.8,5.3,Low,Yes,91.7,79.8,83.1,73.0,80.7,82.8,A,Pass
STU0467,Male,Computer Engineering,FE,16.0,84.6,0.4,Low,Yes,53.0,53.3,59.7,60.1,57.6,59.0,C,Pass
STU0468,Female,AI & DS,BE,3.3,54.3,4.0,Middle,Yes,40.5,37.6,40.8,39.4,41.5,39.7,D,Pass
STU0469,Male,Computer Engineering,FE,18.5,91.0,2.3,Middle,Yes,69.2,62.7,74.2,64.3,65.3,68.7,B,Pass
STU0470,Female,Computer Engineering,BE,3.7,71.9,1.0,Middle,Yes,44.1,50.8,56.6,49.4,48.6,50.5,C,Pass
STU0471,Male,Computer Engineering,SE,17.2,76.2,2.0,Low,Yes,77.8,68.7,68.5,73.2,70.1,72.1,B,Pass
STU0472,Female,Computer Engineering,BE,17.6,83.2,1.1,Middle,Yes,70.7,47.8,53.1,51.9,53.0,56.8,C,Pass
STU0473,Male,AI & DS,BE,6.5,74.0,2.7,Low,No,47.0,54.6,40.9,38.2,54.5,47.1,D,Pass
STU0474,Female,AI & DS,BE,9.9,71.3,1.7,Middle,Yes,52.4,46.4,53.6,60.2,52.2,49.4,D,Pass
STU0475,Male,Civil,TE,6.5,77.0,0.5,Low,No,55.5,47.4,63.7,51.2,56.5,55.0,C,Pass
STU0476,Female,Computer Engineering,SE,10.9,93.1,0.4,Low,Yes,60.6,63.9,63.0,64.3,69.8,64.9,C,Pass
STU0477,Male,Computer Engineering,FE,10.5,67.3,2.4,Low,Yes,49.7,61.0,59.2,66.7,59.0,60.6,C,Pass
STU0478,Female,E&TC,SE,15.9,69.6,7.0,Middle,No,41.5,35.2,54.5,66.9,41.1,45.7,D,Pass
STU0479,Female,Computer Engineering,FE,18.6,86.5,1.3,Low,Yes,63.1,73.5,74.5,64.0,67.9,71.5,B,Pass
STU0480,Male,Civil,TE,19.0,90.4,4.0,Middle,Yes,83.0,66.5,75.4,75.5,72.8,72.8,B,Pass
STU0481,Female,E&TC,SE,9.2,70.1,3.2,Middle,Yes,62.8,73.8,56.4,59.3,57.1,63.5,C,Pass
STU0482,Female,AI & DS,BE,11.0,85.9,8.0,Middle,Yes,75.1,80.3,81.3,74.0,74.2,77.2,A,Pass
STU0483,Male,Computer Engineering,TE,3.6,53.9,5.2,Middle,Yes,31.5,23.8,20.6,21.9,23.1,26.2,F,Fail
STU0484,Female,Mechanical,BE,8.0,75.9,2.5,High,Yes,58.9,61.1,58.8,58.8,78.3,65.6,B,Pass
STU0485,Female,Civil,FE,16.8,77.0,3.2,Low,Yes,40.4,44.4,42.9,44.8,28.4,45.0,D,Pass
STU0486,Female,IT,BE,20.1,99.9,6.9,Middle,Yes,66.7,70.0,62.8,57.5,65.2,66.3,B,Pass
STU0487,Male,IT,BE,5.8,83.5,1.5,Low,No,38.6,32.2,31.1,38.1,42.8,32.4,F,Fail
STU0488,Male,AI & DS,SE,9.0,65.6,1.2,Low,Yes,40.2,35.9,28.6,37.5,37.9,37.2,D,Pass
STU0489,Female,Civil,TE,11.9,71.0,0.0,Middle,Yes,44.2,43.1,48.5,45.2,47.2,42.7,D,Pass
STU0490,Female,Computer Engineering,TE,13.4,84.3,5.3,Middle,Yes,69.5,65.4,75.8,66.2,69.6,69.0,B,Pass
STU0491,Male,Civil,FE,8.0,67.2,4.8,High,Yes,48.5,44.0,34.4,43.9,42.1,46.1,D,Pass
STU0492,Female,IT,SE,14.1,78.0,0.3,Middle,Yes,73.6,59.9,78.3,74.1,58.9,72.4,B,Pass
STU0493,Male,IT,SE,9.6,72.7,2.6,High,Yes,57.4,69.4,58.7,56.6,64.8,63.6,C,Pass
STU0494,Male,IT,FE,11.9,60.1,1.9,Low,Yes,61.1,62.6,65.9,58.7,56.1,60.8,C,Pass
STU0495,Male,Computer Engineering,SE,14.7,79.0,0.4,Low,Yes,70.9,72.7,76.9,72.1,72.5,77.3,A,Pass
STU0496,Male,AI & DS,FE,12.0,70.1,11.8,Low,Yes,52.0,62.9,51.7,46.2,48.5,51.5,C,Pass
STU0497,Female,Computer Engineering,FE,9.8,68.8,0.7,Low,No,32.1,35.5,33.9,22.3,45.5,35.0,D,Pass
STU0498,Male,AI & DS,FE,11.5,86.4,0.2,Middle,Yes,92.4,71.0,84.5,85.2,91.6,77.2,A,Pass
STU0499,Female,E&TC,BE,11.6,65.0,2.7,Middle,Yes,50.1,55.4,42.9,46.2,51.6,50.3,C,Pass
STU0500,Female,Computer Engineering,SE,10.1,79.7,4.0,Low,Yes,37.4,48.2,49.4,52.8,43.0,45.8,D,Pass
STU0501,Female,AI & DS,BE,10.7,71.7,0.1,High,Yes,56.4,59.6,63.8,63.6,50.1,57.2,C,Pass
STU0502,Male,Civil,SE,20.0,83.8,3.2,High,No,64.5,58.8,65.7,53.7,64.2,61.4,C,Pass
STU0503,Male,Mechanical,SE,14.8,85.6,2.3,Low,Yes,74.6,67.3,78.5,58.1,75.3,64.6,C,Pass
STU0504,Female,Civil,SE,10.5,76.4,0.3,Low,Yes,60.6,62.5,60.9,79.5,62.6,64.1,C,Pass
STU0505,Female,Civil,SE,15.5,84.7,0.6,Low,Yes,66.9,79.7,82.1,86.9,62.1,76.4,A,Pass
STU0506,Male,AI & DS,FE,10.3,81.2,2.5,Low,Yes,53.1,36.8,47.6,48.0,52.2,48.2,D,Pass
STU0507,Female,Computer Engineering,TE,17.9,80.6,1.1,Low,Yes,61.7,67.4,77.4,71.5,75.9,70.0,B,Pass
STU0508,Female,E&TC,FE,13.8,73.1,8.4,Middle,Yes,70.0,82.9,72.6,68.8,63.1,72.6,B,Pass
STU0509,Female,E&TC,TE,11.5,66.2,5.1,Low,No,53.0,49.9,52.2,57.1,55.6,54.5,C,Pass
STU0510,Female,AI & DS,TE,14.2,71.9,12.3,Middle,Yes,81.5,78.3,89.7,77.6,84.6,81.9,A,Pass
STU0511,Female,Mechanical,FE,4.1,89.0,0.9,High,No,60.5,53.7,53.5,44.2,56.0,56.4,C,Pass
STU0512,Male,Computer Engineering,FE,6.4,78.2,10.5,Middle,Yes,53.2,50.0,48.8,49.4,52.6,57.3,C,Pass
STU0513,Female,Computer Engineering,TE,6.0,57.0,1.7,High,Yes,26.3,14.7,24.8,28.0,34.0,27.9,F,Fail
STU0514,Female,IT,SE,12.7,65.9,1.3,Low,Yes,70.2,68.9,74.0,63.5,67.9,70.3,B,Pass
STU0515,Male,IT,FE,20.7,90.7,0.2,Middle,Yes,85.2,85.1,92.7,83.9,75.4,84.3,A,Pass
STU0516,Male,IT,BE,23.2,94.5,0.2,Middle,Yes,85.1,84.2,85.2,78.1,72.2,84.5,A,Pass
STU0517,Male,AI & DS,FE,15.2,84.1,3.5,Low,Yes,73.7,70.2,79.0,66.4,78.7,71.1,B,Pass
STU0518,Female,Mechanical,TE,14.5,76.8,1.8,Low,Yes,83.6,78.8,70.4,83.6,82.2,78.5,A,Pass
STU0519,Female,Computer Engineering,BE,3.0,62.9,0.8,Middle,Yes,48.8,52.5,43.7,47.9,46.9,46.4,D,Pass
STU0520,Male,AI & DS,FE,9.3,74.7,2.9,Middle,Yes,47.0,43.2,42.6,44.2,41.7,44.3,D,Pass
STU0521,Female,Mechanical,FE,8.1,71.2,0.9,Middle,Yes,52.4,58.5,61.2,67.2,58.7,61.9,C,Pass
STU0522,Male,Civil,FE,8.9,53.8,2.6,Middle,Yes,41.7,39.7,41.9,44.3,34.9,41.4,D,Pass
STU0523,Female,Mechanical,SE,11.2,72.7,1.3,Middle,Yes,65.0,65.6,66.2,70.8,59.5,62.1,C,Pass
STU0524,Female,Mechanical,FE,9.6,65.7,5.2,Low,Yes,52.3,56.4,45.2,45.1,35.2,47.9,D,Pass
STU0525,Female,E&TC,TE,2.1,64.1,5.2,Low,Yes,28.5,28.9,33.5,30.1,28.3,32.7,F,Fail
STU0526,Male,IT,FE,15.7,100.0,1.9,Low,No,73.7,78.3,77.4,69.9,75.8,77.7,A,Pass
STU0527,Male,AI & DS,SE,6.6,71.6,1.3,Low,Yes,33.9,39.3,31.7,34.7,41.0,37.3,D,Pass
STU0528,Male,Computer Engineering,BE,13.2,74.6,1.4,High,Yes,90.8,81.6,86.9,93.4,87.4,87.6,A+,Pass
STU0529,Male,Computer Engineering,BE,22.4,96.5,4.9,Middle,No,63.5,57.4,56.4,65.1,62.1,57.3,C,Pass
STU0530,Female,Computer Engineering,TE,7.4,73.5,1.2,Middle,Yes,42.4,36.0,43.8,50.6,52.9,44.8,D,Pass
STU0531,Female,E&TC,SE,1.0,64.7,0.7,Low,No,39.5,23.5,34.3,23.3,40.4,34.1,F,Fail
STU0532,Female,IT,TE,10.6,78.6,0.3,Middle,Yes,68.3,69.8,68.1,74.1,70.4,67.6,B,Pass
STU0533,Female,AI & DS,SE,17.5,99.2,1.9,Low,Yes,77.1,75.5,75.2,66.8,77.9,77.8,A,Pass
STU0534,Female,Computer Engineering,SE,21.8,79.3,2.0,Low,Yes,81.0,83.5,89.9,87.7,76.4,82.3,A,Pass
STU0535,Female,E&TC,FE,5.9,71.4,5.5,Low,Yes,54.2,49.6,42.7,47.5,54.1,49.7,D,Pass
STU0536,Female,AI & DS,BE,14.5,71.4,0.8,Middle,Yes,65.9,58.0,59.6,68.1,74.0,63.9,C,Pass
STU0537,Female,Mechanical,SE,9.7,77.0,1.4,Middle,Yes,87.8,73.8,90.8,66.1,76.2,74.1,B,Pass
STU0538,Male,IT,FE,11.5,67.6,5.0,Middle,Yes,61.0,58.7,59.9,73.1,77.6,66.1,B,Pass
STU0539,Male,IT,SE,25.2,89.4,5.2,Middle,Yes,100.0,100.0,91.9,91.2,90.8,100.0,A+,Pass
STU0540,Male,IT,SE,4.5,63.5,1.5,High,Yes,28.3,23.4,35.9,27.5,24.6,31.5,F,Fail
STU0541,Female,Mechanical,BE,13.3,85.1,1.8,Low,Yes,60.5,64.5,53.2,59.7,70.8,65.7,B,Pass
STU0542,Female,Computer Engineering,TE,14.3,86.0,1.1,Low,Yes,66.0,59.8,64.7,55.6,67.7,66.1,B,Pass
STU0543,Male,E&TC,TE,17.4,72.7,8.1,Low,Yes,56.0,58.6,68.1,55.8,63.1,55.2,C,Pass
STU0544,Female,IT,FE,12.5,76.7,0.4,Middle,No,78.9,59.4,52.1,72.2,61.3,61.4,C,Pass
STU0545,Female,Computer Engineering,SE,13.5,71.9,8.1,High,Yes,51.3,49.3,40.5,68.4,47.2,52.4,C,Pass
STU0546,Male,Mechanical,SE,10.0,63.0,3.5,Low,No,47.1,59.0,44.9,54.5,52.6,53.9,C,Pass
STU0547,Male,E&TC,FE,13.3,75.6,2.3,High,Yes,52.9,51.5,56.7,58.0,42.1,51.3,C,Pass
STU0548,Female,E&TC,FE,10.3,70.9,0.1,High,Yes,66.5,82.0,85.6,80.3,72.1,78.9,A,Pass
STU0549,Male,Mechanical,TE,15.1,99.1,1.9,Low,Yes,62.6,57.3,60.1,66.2,69.0,63.2,C,Pass
STU0550,Female,Mechanical,FE,10.2,76.7,1.6,Middle,Yes,61.0,52.5,65.0,58.8,66.1,60.9,C,Pass
STU0551,Male,E&TC,SE,13.9,67.0,0.5,Middle,Yes,78.8,74.6,82.3,75.2,76.2,74.0,B,Pass
STU0552,Female,Mechanical,FE,11.9,70.9,3.2,High,Yes,58.0,50.3,62.9,55.4,41.9,52.2,C,Pass
STU0553,Female,E&TC,FE,17.6,91.1,10.6,Low,Yes,77.5,84.3,79.0,77.0,78.3,80.5,A,Pass
STU0554,Female,E&TC,FE,11.7,92.0,2.5,Middle,Yes,49.0,49.4,36.1,49.4,42.6,49.9,D,Pass
STU0555,Female,IT,BE,3.1,51.4,3.8,Low,Yes,48.2,54.0,47.9,52.4,59.9,52.8,C,Pass
STU0556,Male,E&TC,BE,18.3,68.8,0.2,Middle,Yes,67.8,64.9,72.0,79.6,71.1,74.6,B,Pass
STU0557,Male,AI & DS,BE,7.5,84.7,1.6,Middle,Yes,49.3,58.7,45.8,41.0,40.9,47.4,D,Pass
STU0558,Male,Mechanical,SE,8.7,74.5,0.4,Middle,Yes,44.5,51.1,51.0,51.8,52.3,52.1,C,Pass
STU0559,Female,Mechanical,FE,9.0,64.8,2.8,High,Yes,59.1,65.8,68.3,73.1,57.8,61.6,C,Pass
STU0560,Female,AI & DS,SE,18.9,88.8,8.4,High,Yes,61.1,62.1,74.7,74.1,76.0,67.1,B,Pass
STU0561,Female,Mechanical,SE,1.3,40.6,3.3,High,Yes,23.6,22.1,19.3,28.4,15.9,20.3,F,Fail
STU0562,Male,AI & DS,BE,27.7,96.0,0.2,Low,Yes,100.0,90.5,100.0,98.4,89.9,98.3,A+,Pass
STU0563,Male,Computer Engineering,FE,17.3,85.1,1.3,Middle,Yes,53.6,64.1,63.5,63.3,48.5,61.4,C,Pass
STU0564,Male,E&TC,SE,13.1,84.4,2.4,Low,Yes,76.5,85.5,88.0,93.6,87.4,87.6,A+,Pass
STU0565,Male,AI & DS,FE,11.7,67.1,1.5,Middle,Yes,51.7,52.6,57.8,61.8,49.0,52.4,C,Pass
STU0566,Female,Mechanical,SE,13.4,78.1,5.4,Middle,Yes,72.5,76.6,72.8,60.7,63.8,72.4,B,Pass
STU0567,Male,Mechanical,TE,14.6,71.6,5.1,Middle,No,60.3,51.6,71.3,51.1,66.1,59.0,C,Pass
STU0568,Male,IT,SE,15.2,81.8,2.8,Middle,No,47.6,46.2,41.7,58.2,54.3,50.3,C,Pass
STU0569,Female,AI & DS,SE,14.8,72.0,1.4,High,Yes,65.7,69.6,63.8,65.2,66.7,66.9,B,Pass
STU0570,Male,Computer Engineering,SE,12.4,72.9,0.9,Low,Yes,74.3,84.7,71.3,68.1,80.3,72.1,B,Pass
STU0571,Male,IT,SE,11.0,66.4,0.3,Middle,Yes,62.4,55.4,58.8,48.7,60.2,56.2,C,Pass
STU0572,Female,Civil,TE,11.2,79.8,1.3,Middle,Yes,64.1,79.3,83.4,72.5,70.9,75.8,A,Pass
STU0573,Male,IT,BE,11.0,81.2,1.6,Low,Yes,71.2,72.8,73.3,65.0,67.2,73.4,B,Pass
STU0574,Female,Computer Engineering,BE,17.7,81.1,3.4,Low,Yes,86.0,96.4,76.2,97.2,89.6,84.7,A,Pass
STU0575,Female,IT,TE,15.0,79.8,3.2,High,No,49.8,44.8,60.4,55.2,57.7,55.3,C,Pass
STU0576,Female,IT,SE,1.0,49.7,0.2,High,Yes,30.8,21.0,24.9,20.1,21.4,20.4,F,Fail
STU0577,Male,E&TC,TE,15.3,77.5,1.5,High,Yes,58.1,52.1,50.2,65.4,56.8,61.9,C,Pass
STU0578,Female,AI & DS,SE,13.0,76.5,0.6,High,Yes,67.0,52.2,67.2,73.0,70.8,67.2,B,Pass
STU0579,Male,E&TC,FE,11.9,96.4,0.5,Low,Yes,77.6,76.1,64.8,80.0,69.8,74.3,B,Pass
STU0580,Male,IT,BE,10.1,64.2,5.3,Middle,Yes,22.4,26.7,21.9,32.3,25.3,25.9,F,Fail
STU0581,Male,Civil,FE,17.6,94.6,0.1,Middle,No,61.4,70.8,67.1,68.7,81.2,72.5,B,Pass
STU0582,Female,Computer Engineering,BE,16.7,89.7,1.6,Middle,Yes,74.6,76.6,82.1,75.4,73.2,77.2,A,Pass
STU0583,Male,IT,SE,8.1,72.8,0.6,Middle,Yes,56.7,69.1,51.2,55.1,41.1,50.5,C,Pass
STU0584,Male,Civil,TE,14.0,92.3,6.3,Middle,Yes,80.0,80.5,74.3,78.8,75.7,82.0,A,Pass
STU0585,Female,AI & DS,TE,7.1,72.3,2.4,Middle,Yes,50.1,58.3,60.5,55.2,61.2,55.2,C,Pass
STU0586,Male,Civil,BE,5.1,69.7,0.8,Middle,Yes,67.8,58.3,53.6,64.6,63.7,62.2,C,Pass
STU0587,Male,E&TC,TE,8.9,71.1,2.1,Low,Yes,49.1,52.9,53.1,55.8,50.3,51.1,C,Pass
STU0588,Male,AI & DS,TE,16.3,91.0,3.9,Middle,Yes,81.0,82.7,79.2,73.4,81.0,84.1,A,Pass
STU0589,Male,Computer Engineering,FE,16.8,90.6,9.5,Middle,Yes,89.8,86.4,86.7,93.2,91.8,88.9,A+,Pass
STU0590,Male,E&TC,SE,14.6,73.9,0.7,Middle,Yes,87.8,94.1,86.2,81.8,78.1,83.2,A,Pass
STU0591,Male,AI & DS,FE,15.6,69.8,6.5,Low,Yes,65.2,58.0,54.0,55.1,52.7,50.9,C,Pass
STU0592,Female,IT,TE,14.6,77.3,8.2,Middle,Yes,64.4,60.2,67.4,64.1,55.0,59.4,C,Pass
STU0593,Male,Computer Engineering,SE,8.8,65.0,7.4,Low,Yes,50.6,29.8,43.1,53.2,38.2,43.6,D,Pass
STU0594,Male,IT,TE,14.2,77.9,3.0,Middle,Yes,68.7,69.5,73.5,79.8,67.9,71.7,B,Pass
STU0595,Female,AI & DS,FE,16.0,90.7,3.0,Middle,Yes,74.9,97.3,78.5,89.2,78.8,81.1,A,Pass
STU0596,Male,Mechanical,FE,15.8,76.8,1.5,Middle,Yes,60.4,58.6,61.1,68.7,59.7,60.0,C,Pass
STU0597,Female,Civil,TE,17.9,83.0,4.2,Low,Yes,75.5,81.5,77.5,76.6,76.3,74.9,B,Pass
STU0598,Male,Civil,FE,15.5,80.7,2.3,Middle,Yes,39.2,54.4,45.1,45.9,23.6,45.7,D,Pass
STU0599,Male,E&TC,FE,13.8,84.7,3.4,Middle,Yes,82.5,84.9,72.8,88.8,78.8,83.6,A,Pass
STU0600,Male,AI & DS,FE,17.4,64.6,1.7,Middle,Yes,66.5,59.0,66.1,68.5,61.8,64.1,C,Pass
